drug_row_idx,drug_col_idx,cell_line_idx,ri_row,ri_col,synergy_loewe,syn_fold,sen_fold_1,sen_fold_2
6,34,174,-6.155,39.478,0.609947622,3,0,4
7,1,174,9.372,2.832,-0.9232923,0,1,0
7,3,174,9.372,56.636,34.59425843,4,1,0
7,9,174,9.372,34.523,25.73707287,2,1,1
7,35,174,9.372,7.489,3.077336187,4,1,4
7,19,174,9.372,32.723,28.2133969,4,1,2
7,20,174,9.372,24.204,40.09040906,1,1,2
7,117,174,9.372,17.706,-3.198507049,1,1,4
7,27,174,9.372,29.942,5.81489853,4,1,3
7,28,174,9.372,58.553,10.34465066,3,1,3
7,31,174,9.372,73.576,5.310289721,1,1,4
8,1,174,0.509,2.832,16.44188838,2,1,0
8,2,174,0.509,22.021,18.0307887,4,1,0
8,3,174,0.509,56.636,27.42177298,2,1,0
8,4,174,0.509,54.324,9.661906227,3,1,0
8,7,174,0.509,9.373,26.45391572,4,1,1
8,9,174,0.509,34.523,16.87418666,3,1,1
8,11,174,0.509,12.964,8.012515808,4,1,1
8,35,174,0.509,7.489,17.65507964,1,1,4
8,116,174,0.509,30.95,3.780174647,3,1,4
8,14,174,0.509,57.481,-6.986724743,4,1,1
8,15,174,0.509,60.605,10.28551459,4,1,2
8,17,174,0.509,16.807,33.01901308,2,1,2
8,18,174,0.509,37.547,17.87666674,0,1,2
8,19,174,0.509,32.723,40.28173409,1,1,2
8,20,174,0.509,24.204,16.20310499,4,1,2
8,25,174,0.509,3.865,2.527758331,4,1,3
8,28,174,0.509,58.553,5.869926375,4,1,3
8,29,174,0.509,30.334,3.987187743,4,1,3
8,30,174,0.509,-8.41,9.002005212,0,1,3
8,34,174,0.509,39.478,0.748357905,3,1,4
9,20,174,34.523,24.204,16.82285716,1,1,2
10,1,174,84.782,2.832,0.279436059,2,1,0
10,2,174,84.782,22.021,7.991013875,3,1,0
10,3,174,84.782,56.636,1.894532799,4,1,0
10,4,174,84.782,54.324,-2.542692027,4,1,0
10,7,174,84.782,9.373,12.12337837,4,1,1
10,9,174,84.782,34.523,0.408009304,0,1,1
10,11,174,84.782,12.964,7.82109179,1,1,1
10,35,174,84.782,7.489,7.136394935,0,1,4
10,116,174,84.782,30.95,3.090378362,0,1,4
10,14,174,84.782,57.481,9.485307981,0,1,1
10,15,174,84.782,60.605,4.464136779,1,1,2
10,17,174,84.782,16.807,-1.373215911,3,1,2
10,18,174,84.782,37.547,-2.231685077,3,1,2
10,19,174,84.782,32.723,4.315438032,3,1,2
10,20,174,84.782,24.204,1.774045268,4,1,2
10,25,174,84.782,3.865,6.947974841,1,1,3
10,28,174,84.782,58.553,-4.040732208,1,1,3
10,29,174,84.782,30.334,-4.967757361,4,1,3
10,30,174,84.782,-8.41,2.730919077,2,1,3
10,34,174,84.782,39.478,2.829301399,0,1,4
11,1,174,13.213,2.832,11.95283075,4,1,0
11,3,174,13.213,56.636,28.33328867,0,1,0
11,4,174,13.213,54.324,3.609138416,0,1,0
11,7,174,13.213,9.373,11.81838785,3,1,1
11,9,174,13.213,34.523,-16.85915516,0,1,1
11,35,174,13.213,7.489,-12.9753621,4,1,4
11,19,174,13.213,32.723,48.47002622,4,1,2
11,20,174,13.213,24.204,13.54260227,2,1,2
11,117,174,13.213,17.706,-7.648482727,1,1,4
11,25,174,13.213,3.865,-1.453775509,2,1,3
11,27,174,13.213,29.942,18.11447205,2,1,3
11,28,174,13.213,58.553,6.910282521,1,1,3
11,31,174,13.213,73.576,4.762173233,3,1,4
12,1,174,58.146,2.832,8.333886967,3,1,0
12,2,174,58.146,22.021,12.1043048,3,1,0
12,3,174,58.146,56.636,1.811577664,2,1,0
12,4,174,58.146,54.324,-13.05824866,1,1,0
12,7,174,58.146,9.373,13.81784425,4,1,1
12,9,174,58.146,34.523,-5.126502445,1,1,1
12,11,174,58.146,12.964,7.711984951,2,1,1
12,35,174,58.146,7.489,6.074559554,0,1,4
12,14,174,58.146,57.481,14.52984693,4,1,1
12,15,174,58.146,60.605,8.482772235,2,1,2
12,17,174,58.146,16.807,6.675656837,2,1,2
12,18,174,58.146,37.547,-0.781191898,4,1,2
12,19,174,58.146,32.723,11.31428852,0,1,2
12,20,174,58.146,24.204,15.62664182,2,1,2
12,25,174,58.146,3.865,4.806594046,4,1,3
12,28,174,58.146,58.553,-9.103048757,1,1,3
12,29,174,58.146,30.334,-4.821745642,3,1,3
12,30,174,58.146,-8.41,2.55827293,1,1,3
12,34,174,58.146,39.478,-5.110605486,2,1,4
35,3,174,7.492,56.636,15.92008573,2,4,0
35,9,174,7.492,34.523,10.51296869,2,4,1
35,20,174,7.492,24.204,27.51716779,4,4,2
35,117,174,7.492,17.706,4.458738932,2,4,4
35,27,174,7.492,29.942,18.91896359,1,4,3
35,28,174,7.492,58.553,11.16441959,2,4,3
35,31,174,7.492,73.576,1.341547567,3,4,4
13,1,174,65.599,2.832,4.21347497,0,1,0
13,2,174,65.599,22.021,13.7760456,3,1,0
13,3,174,65.599,56.636,-0.091115768,0,1,0
13,4,174,65.599,54.324,-3.653368845,4,1,0
13,7,174,65.599,9.373,20.24792155,2,1,1
13,9,174,65.599,34.523,-6.443083429,3,1,1
13,11,174,65.599,12.964,9.602262158,1,1,1
13,35,174,65.599,7.489,8.197378933,0,1,4
13,14,174,65.599,57.481,5.005408992,0,1,1
13,15,174,65.599,60.605,-0.672626244,1,1,2
13,17,174,65.599,16.807,-1.793928043,3,1,2
13,18,174,65.599,37.547,-6.268149813,4,1,2
13,19,174,65.599,32.723,0.040258178,2,1,2
13,20,174,65.599,24.204,26.35642635,2,1,2
13,25,174,65.599,3.865,15.60192412,1,1,3
13,28,174,65.599,58.553,-8.539046267,1,1,3
13,29,174,65.599,30.334,0.704433907,2,1,3
13,30,174,65.599,-8.41,12.15116919,2,1,3
116,1,174,30.949,2.832,5.697254207,1,4,0
116,2,174,30.949,22.021,16.34828781,4,4,0
116,3,174,30.949,56.636,28.51699047,0,4,0
116,4,174,30.949,54.324,-2.071550914,2,4,0
116,7,174,30.949,9.373,19.17672212,3,4,1
116,9,174,30.949,34.523,9.035002918,3,4,1
116,11,174,30.949,12.964,27.06947854,0,4,1
116,12,174,30.949,58.147,12.79864533,2,4,1
116,35,174,30.949,7.489,13.25749071,0,4,4
116,13,174,30.949,65.599,4.325712324,4,4,1
116,14,174,30.949,57.481,19.59219752,3,4,1
116,15,174,30.949,60.605,16.40230562,0,4,2
116,17,174,30.949,16.807,21.24433523,3,4,2
116,18,174,30.949,37.547,19.26940704,0,4,2
116,19,174,30.949,32.723,47.65133978,3,4,2
116,20,174,30.949,24.204,15.69639609,2,4,2
116,117,174,30.949,17.706,14.12155225,2,4,4
116,25,174,30.949,3.865,10.55779457,1,4,3
116,27,174,30.949,29.942,31.88654236,2,4,3
116,28,174,30.949,58.553,11.09965432,4,4,3
116,29,174,30.949,30.334,8.624383379,2,4,3
116,30,174,30.949,-8.41,-3.640573379,0,4,3
116,31,174,30.949,73.576,4.15996001,0,4,4
116,33,174,30.949,48.043,4.283764512,3,4,4
116,34,174,30.949,39.478,17.91689484,1,4,4
14,1,174,57.481,2.832,-6.978328496,2,1,0
14,3,174,57.481,56.636,31.67293726,4,1,0
14,4,174,57.481,54.324,-6.239615958,0,1,0
14,7,174,57.481,9.373,64.18255697,1,1,1
14,9,174,57.481,34.523,0.343479076,3,1,1
14,11,174,57.481,12.964,6.06118813,3,1,1
14,35,174,57.481,7.489,1.158800037,3,1,4
14,15,174,57.481,60.605,40.16375752,2,1,2
14,17,174,57.481,16.807,17.85792876,3,1,2
14,18,174,57.481,37.547,10.70293952,4,1,2
14,19,174,57.481,32.723,38.72653029,2,1,2
14,20,174,57.481,24.204,27.52212692,0,1,2
14,117,174,57.481,17.706,1.435751937,0,1,4
14,25,174,57.481,3.865,17.05094419,1,1,3
14,27,174,57.481,29.942,15.19518526,3,1,3
14,28,174,57.481,58.553,7.982785371,3,1,3
14,31,174,57.481,73.576,7.131753043,1,1,4
22,1,174,1.144,2.832,-0.10495244,2,2,0
22,2,174,1.144,22.021,3.175094827,1,2,0
22,3,174,1.144,56.636,18.85725593,3,2,0
22,4,174,1.144,54.324,-16.08642191,4,2,0
22,7,174,1.144,9.373,-1.18934201,0,2,1
22,9,174,1.144,34.523,-9.829902657,4,2,1
22,11,174,1.144,12.964,6.185773379,0,2,1
22,35,174,1.144,7.489,-36.35982194,3,2,4
22,116,174,1.144,30.95,3.615777478,0,2,4
22,14,174,1.144,57.481,-1.576386903,3,2,1
22,15,174,1.144,60.605,1.18194534,4,2,2
22,17,174,1.144,16.807,18.86315425,2,2,2
22,18,174,1.144,37.547,6.820771671,2,2,2
22,19,174,1.144,32.723,27.14317302,0,2,2
22,20,174,1.144,24.204,10.46092945,0,2,2
22,25,174,1.144,3.865,-19.05390672,1,2,3
22,28,174,1.144,58.553,10.74442997,3,2,3
22,29,174,1.144,30.334,7.969733767,1,2,3
22,30,174,1.144,-8.41,-19.31542727,3,2,3
22,34,174,1.144,39.478,-15.82768311,4,2,4
23,1,174,64.968,2.832,13.69876981,3,3,0
23,2,174,64.968,22.021,-6.018460361,0,3,0
23,3,174,64.968,56.636,-14.67794352,0,3,0
23,4,174,64.968,54.324,-4.108241118,2,3,0
23,7,174,64.968,9.373,14.26126956,4,3,1
23,9,174,64.968,34.523,-0.584166727,0,3,1
23,11,174,64.968,12.964,-1.448137955,2,3,1
23,35,174,64.968,7.489,8.392812073,0,3,4
23,116,174,64.968,30.95,3.035512369,2,3,4
23,14,174,64.968,57.481,-7.777131591,0,3,1
23,15,174,64.968,60.605,-12.31352093,1,3,2
23,17,174,64.968,16.807,7.584108119,0,3,2
23,18,174,64.968,37.547,-8.150284828,0,3,2
23,19,174,64.968,32.723,-12.81720011,0,3,2
23,20,174,64.968,24.204,6.13353652,1,3,2
23,25,174,64.968,3.865,15.73711386,4,3,3
23,28,174,64.968,58.553,-5.023468619,3,3,3
23,29,174,64.968,30.334,-2.919815747,0,3,3
23,30,174,64.968,-8.41,-1.205439032,3,3,3
23,34,174,64.968,39.478,-12.52506445,0,3,4
24,1,174,41.23,2.832,7.75813498,4,3,0
24,2,174,41.23,22.021,17.47600719,3,3,0
24,3,174,41.23,56.636,3.599068949,1,3,0
24,4,174,41.23,54.324,-12.50318528,0,3,0
24,7,174,41.23,9.373,18.01677678,0,3,1
24,9,174,41.23,34.523,0.28252126,0,3,1
24,11,174,41.23,12.964,-73.41170097,3,3,1
24,35,174,41.23,7.489,4.398375624,2,3,4
24,116,174,41.23,30.95,-21.32785536,0,3,4
24,14,174,41.23,57.481,11.94478605,3,3,1
24,15,174,41.23,60.605,-2.210961918,4,3,2
24,17,174,41.23,16.807,7.824511309,2,3,2
24,18,174,41.23,37.547,-4.40810348,4,3,2
24,19,174,41.23,32.723,4.813509007,4,3,2
24,20,174,41.23,24.204,41.32122231,1,3,2
24,25,174,41.23,3.865,4.635666523,2,3,3
24,28,174,41.23,58.553,-17.74467286,0,3,3
24,29,174,41.23,30.334,1.950237437,0,3,3
24,30,174,41.23,-8.41,4.225725396,3,3,3
24,34,174,41.23,39.478,1.300963764,3,3,4
15,1,174,60.605,2.832,5.775349157,4,2,0
15,3,174,60.605,56.636,22.8758571,2,2,0
15,4,174,60.605,54.324,-15.50090224,4,2,0
15,7,174,60.605,9.373,11.56640787,4,2,1
15,9,174,60.605,34.523,-10.93076883,4,2,1
15,11,174,60.605,12.964,24.66164751,1,2,1
15,35,174,60.605,7.489,3.738475922,3,2,4
15,19,174,60.605,32.723,29.2551126,2,2,2
15,20,174,60.605,24.204,11.24960377,4,2,2
15,117,174,60.605,17.706,-41.13762885,4,2,4
15,25,174,60.605,3.865,-4.661767125,4,2,3
15,27,174,60.605,29.942,6.291856556,1,2,3
15,28,174,60.605,58.553,3.62598361,4,2,3
15,31,174,60.605,73.576,0.203388982,0,2,4
16,0,174,-1.923,19.291,7.744893942,4,2,0
16,1,174,-1.923,2.832,37.19949889,4,2,0
16,2,174,-1.923,22.021,23.96946747,3,2,0
16,3,174,-1.923,56.636,40.02260102,3,2,0
16,4,174,-1.923,54.324,23.08326428,1,2,0
16,5,174,-1.923,4.334,60.62477186,2,2,0
16,6,174,-1.923,-6.155,27.82011141,0,2,0
16,7,174,-1.923,9.373,34.65372253,3,2,1
16,8,174,-1.923,0.509,42.54038777,2,2,1
16,9,174,-1.923,34.523,3.733528588,1,2,1
16,10,174,-1.923,84.784,10.03418472,0,2,1
16,11,174,-1.923,12.964,24.44102499,2,2,1
16,12,174,-1.923,58.147,13.18339272,3,2,1
16,35,174,-1.923,7.489,34.48504355,1,2,4
16,13,174,-1.923,65.599,4.333960999,4,2,1
16,116,174,-1.923,30.95,14.64362258,0,2,4
16,14,174,-1.923,57.481,3.387624745,3,2,1
16,22,174,-1.923,1.15,-2.195960983,1,2,2
16,23,174,-1.923,64.918,4.764249996,3,2,3
16,24,174,-1.923,41.23,18.36039748,3,2,3
16,15,174,-1.923,60.605,5.129121871,3,2,2
16,17,174,-1.923,16.807,18.83005862,1,2,2
16,18,174,-1.923,37.547,19.41199439,1,2,2
16,19,174,-1.923,32.723,28.78289827,3,2,2
16,20,174,-1.923,24.204,24.98720286,4,2,2
16,21,174,-1.923,24.464,4.566866232,2,2,2
16,117,174,-1.923,17.706,23.20015202,2,2,4
16,26,174,-1.923,56.773,0.444656887,3,2,3
16,25,174,-1.923,3.865,31.62224419,0,2,3
16,27,174,-1.923,29.942,18.01448201,1,2,3
16,28,174,-1.923,58.553,11.68474556,0,2,3
16,29,174,-1.923,30.334,12.76136127,4,2,3
16,30,174,-1.923,-8.41,-30.05125596,0,2,3
16,31,174,-1.923,73.576,-2.67818762,3,2,4
16,32,174,-1.923,11.819,23.38073901,1,2,4
16,33,174,-1.923,48.043,-4.512732152,4,2,4
16,34,174,-1.923,39.478,-12.25059565,1,2,4
17,1,174,16.806,2.832,10.91474979,4,2,0
17,3,174,16.806,56.636,11.14423444,0,2,0
17,4,174,16.806,54.324,5.291075603,1,2,0
17,7,174,16.806,9.373,-8.176941601,2,2,1
17,9,174,16.806,34.523,-0.463980033,0,2,1
17,11,174,16.806,12.964,36.37939891,4,2,1
17,35,174,16.806,7.489,24.52754237,3,2,4
17,15,174,16.806,60.605,34.60286701,1,2,2
17,19,174,16.806,32.723,32.87484824,2,2,2
17,20,174,16.806,24.204,58.41661815,1,2,2
17,117,174,16.806,17.706,19.11749746,0,2,4
17,25,174,16.806,3.865,26.95773182,3,2,3
17,27,174,16.806,29.942,44.14619294,2,2,3
17,28,174,16.806,58.553,3.855259897,3,2,3
17,31,174,16.806,73.576,-16.15766336,4,2,4
18,1,174,37.547,2.832,21.15553929,1,2,0
18,3,174,37.547,56.636,5.247357041,1,2,0
18,4,174,37.547,54.324,-10.57406826,2,2,0
18,7,174,37.547,9.373,8.752490653,1,2,1
18,9,174,37.547,34.523,-8.830402392,3,2,1
18,11,174,37.547,12.964,4.181975408,1,2,1
18,35,174,37.547,7.489,6.354720929,1,2,4
18,15,174,37.547,60.605,0.869831018,3,2,2
18,17,174,37.547,16.807,22.18045597,3,2,2
18,19,174,37.547,32.723,16.20115889,3,2,2
18,20,174,37.547,24.204,2.452936407,0,2,2
18,117,174,37.547,17.706,4.990351652,3,2,4
18,25,174,37.547,3.865,8.14636712,2,2,3
18,27,174,37.547,29.942,-4.458730476,1,2,3
18,28,174,37.547,58.553,-0.38200485,1,2,3
18,31,174,37.547,73.576,-26.28730551,3,2,4
19,3,174,32.723,56.636,55.23233902,3,2,0
19,9,174,32.723,34.523,7.842778507,3,2,1
19,35,174,32.723,7.489,13.61969498,4,2,4
19,20,174,32.723,24.204,32.44628847,2,2,2
19,117,174,32.723,17.706,24.26308589,1,2,4
19,27,174,32.723,29.942,21.29295971,3,2,3
19,28,174,32.723,58.553,7.910966278,4,2,3
19,31,174,32.723,73.576,-6.534761219,2,2,4
21,0,174,24.456,19.291,10.56591432,0,2,0
21,1,174,24.456,2.832,10.7861915,0,2,0
21,2,174,24.456,22.021,-1.211018163,4,2,0
21,3,174,24.456,56.636,18.2705132,2,2,0
21,4,174,24.456,54.324,-3.974133518,0,2,0
21,5,174,24.456,4.334,-4.585828528,2,2,0
21,6,174,24.456,-6.155,-0.85923057,4,2,0
21,7,174,24.456,9.373,14.12798907,4,2,1
21,8,174,24.456,0.509,19.24052703,1,2,1
21,9,174,24.456,34.523,-12.06527706,4,2,1
21,10,174,24.456,84.784,0.457385875,0,2,1
21,11,174,24.456,12.964,25.56607069,3,2,1
21,12,174,24.456,58.147,3.435372032,1,2,1
21,35,174,24.456,7.489,-8.825599982,3,2,4
21,13,174,24.456,65.599,-5.006834445,4,2,1
21,116,174,24.456,30.95,9.20859054,3,2,4
21,14,174,24.456,57.481,18.91415486,1,2,1
21,22,174,24.456,1.15,11.53990185,4,2,2
21,23,174,24.456,64.918,0.676254185,2,2,3
21,24,174,24.456,41.23,-7.166707677,1,2,3
21,15,174,24.456,60.605,8.476567697,3,2,2
21,17,174,24.456,16.807,42.54056516,0,2,2
21,18,174,24.456,37.547,-0.714019664,4,2,2
21,19,174,24.456,32.723,20.61760679,1,2,2
21,20,174,24.456,24.204,12.98629592,1,2,2
21,117,174,24.456,17.706,-7.815662756,0,2,4
21,26,174,24.456,56.773,-12.51010828,3,2,3
21,25,174,24.456,3.865,22.06637597,0,2,3
21,27,174,24.456,29.942,10.29894189,2,2,3
21,28,174,24.456,58.553,11.94670841,1,2,3
21,29,174,24.456,30.334,7.689709326,0,2,3
21,30,174,24.456,-8.41,-11.45039439,0,2,3
21,31,174,24.456,73.576,-7.15353347,2,2,4
21,32,174,24.456,11.819,42.86250174,1,2,4
21,33,174,24.456,48.043,-18.25545101,2,2,4
21,34,174,24.456,39.478,-7.240328797,0,2,4
117,9,174,17.714,34.523,4.912002338,3,4,1
117,20,174,17.714,24.204,38.03655741,4,4,2
117,28,174,17.714,58.553,-3.273753455,4,4,3
26,1,174,56.427,2.832,-0.138660239,0,3,0
26,2,174,56.427,22.021,-3.791716357,4,3,0
26,3,174,56.427,56.636,-5.602027013,3,3,0
26,4,174,56.427,54.324,-18.934773,4,3,0
26,7,174,56.427,9.373,-14.82399659,0,3,1
26,9,174,56.427,34.523,-7.768051458,4,3,1
26,11,174,56.427,12.964,-14.25990746,4,3,1
26,35,174,56.427,7.489,4.836370473,2,3,4
26,116,174,56.427,30.95,-3.498348246,0,3,4
26,14,174,56.427,57.481,3.440153115,1,3,1
26,15,174,56.427,60.605,-0.951867257,2,3,2
26,17,174,56.427,16.807,-24.55509915,2,3,2
26,18,174,56.427,37.547,-7.340704013,1,3,2
26,19,174,56.427,32.723,-3.294168896,4,3,2
26,20,174,56.427,24.204,-11.45081235,0,3,2
26,25,174,56.427,3.865,-12.26890807,4,3,3
26,28,174,56.427,58.553,-6.474135759,4,3,3
26,29,174,56.427,30.334,-27.40824428,0,3,3
26,30,174,56.427,-8.41,-18.79067183,3,3,3
26,34,174,56.427,39.478,-7.162944519,3,3,4
25,1,174,3.865,2.832,12.41850482,2,3,0
25,3,174,3.865,56.636,41.35762963,2,3,0
25,4,174,3.865,54.324,1.607743527,4,3,0
25,7,174,3.865,9.373,7.361584544,3,3,1
25,9,174,3.865,34.523,3.443727656,0,3,1
25,35,174,3.865,7.489,26.53153068,2,3,4
25,19,174,3.865,32.723,42.01139212,1,3,2
25,20,174,3.865,24.204,13.19965813,2,3,2
25,117,174,3.865,17.706,12.38174994,0,3,4
25,27,174,3.865,29.942,7.283135052,2,3,3
25,28,174,3.865,58.553,29.82909691,0,3,3
25,31,174,3.865,73.576,-2.329990166,2,3,4
27,9,174,29.942,34.523,-15.7923163,0,3,1
27,20,174,29.942,24.204,20.25769347,0,3,2
27,28,174,29.942,58.553,0.372078554,2,3,3
28,9,174,58.553,34.523,-1.241379077,1,3,1
28,20,174,58.553,24.204,5.568287144,4,3,2
29,1,174,30.332,2.832,11.83497116,4,3,0
29,2,174,30.332,22.021,0.040720176,2,3,0
29,3,174,30.332,56.636,6.746416749,1,3,0
29,4,174,30.332,54.324,6.127060211,4,3,0
29,7,174,30.332,9.373,7.951057595,1,3,1
29,9,174,30.332,34.523,4.732492613,0,3,1
29,11,174,30.332,12.964,12.11898354,2,3,1
29,35,174,30.332,7.489,10.62063147,3,3,4
29,14,174,30.332,57.481,25.78817394,3,3,1
29,15,174,30.332,60.605,-3.293458448,2,3,2
29,17,174,30.332,16.807,9.272121882,1,3,2
29,18,174,30.332,37.547,-11.3783538,0,3,2
29,19,174,30.332,32.723,15.95680594,4,3,2
29,20,174,30.332,24.204,8.410700339,2,3,2
29,117,174,30.332,17.706,1.824065035,3,3,4
29,25,174,30.332,3.865,18.31494416,4,3,3
29,27,174,30.332,29.942,5.866391934,1,3,3
29,28,174,30.332,58.553,0.656086411,3,3,3
29,30,174,30.332,-8.41,-4.164940496,2,3,3
29,31,174,30.332,73.576,-4.50141731,2,3,4
30,1,174,-8.297,2.832,64.50570371,4,3,0
30,2,174,-8.297,22.021,21.99311195,4,3,0
30,3,174,-8.297,56.636,26.1457118,4,3,0
30,4,174,-8.297,54.324,-5.068276725,1,3,0
30,7,174,-8.297,9.373,-12.53563704,0,3,1
30,9,174,-8.297,34.523,6.408992547,0,3,1
30,11,174,-8.297,12.964,-25.87480178,4,3,1
30,35,174,-8.297,7.489,-13.88953866,0,3,4
30,14,174,-8.297,57.481,-11.94945636,4,3,1
30,15,174,-8.297,60.605,-14.00824155,1,3,2
30,17,174,-8.297,16.807,95.46833672,3,3,2
30,18,174,-8.297,37.547,6.220044518,1,3,2
30,19,174,-8.297,32.723,39.21886356,3,3,2
30,20,174,-8.297,24.204,16.10480871,0,3,2
30,117,174,-8.297,17.706,21.76287444,2,3,4
30,25,174,-8.297,3.865,5.033871932,3,3,3
30,27,174,-8.297,29.942,-8.244926843,0,3,3
30,28,174,-8.297,58.553,8.520548277,3,3,3
30,31,174,-8.297,73.576,-6.289164687,2,3,4
31,3,174,73.572,56.636,-1.460235678,1,4,0
31,9,174,73.572,34.523,-10.02756657,2,4,1
31,20,174,73.572,24.204,11.67300027,4,4,2
31,28,174,73.572,58.553,-12.21012085,2,4,3
32,1,174,13.365,2.832,-23.54409867,3,4,0
32,2,174,13.365,22.021,22.2030878,1,4,0
32,3,174,13.365,56.636,23.9441629,2,4,0
32,4,174,13.365,54.324,7.401322392,1,4,0
32,7,174,13.365,9.373,1.111591415,0,4,1
32,9,174,13.365,34.523,-8.470904641,0,4,1
32,11,174,13.365,12.964,83.19519943,3,4,1
32,35,174,13.365,7.489,-9.13280755,1,4,4
32,116,174,13.365,30.95,53.37446003,2,4,4
32,14,174,13.365,57.481,-3.62224406,4,4,1
32,15,174,13.365,60.605,-6.888390008,0,4,2
32,17,174,13.365,16.807,28.034165,4,4,2
32,18,174,13.365,37.547,23.7607158,2,4,2
32,19,174,13.365,32.723,24.1475996,0,4,2
32,20,174,13.365,24.204,25.82862176,0,4,2
32,25,174,13.365,3.865,9.51552791,4,4,3
32,28,174,13.365,58.553,11.6255107,1,4,3
32,29,174,13.365,30.334,4.623189719,2,4,3
32,30,174,13.365,-8.41,-24.44043136,3,4,3
32,34,174,13.365,39.478,-17.94639139,1,4,4
33,1,174,48.044,2.832,-2.301165079,3,4,0
33,2,174,48.044,22.021,-17.0999843,4,4,0
33,3,174,48.044,56.636,-13.62368783,4,4,0
33,4,174,48.044,54.324,-34.37750382,3,4,0
33,7,174,48.044,9.373,-26.23073633,2,4,1
33,9,174,48.044,34.523,-25.02748106,2,4,1
33,11,174,48.044,12.964,0.650277657,1,4,1
33,35,174,48.044,7.489,-44.61778959,2,4,4
33,14,174,48.044,57.481,-6.496868728,1,4,1
33,15,174,48.044,60.605,-15.78100742,0,4,2
33,17,174,48.044,16.807,-27.41984272,4,4,2
33,18,174,48.044,37.547,-13.925041,3,4,2
33,19,174,48.044,32.723,-7.231391933,3,4,2
33,20,174,48.044,24.204,-10.65015719,1,4,2
33,25,174,48.044,3.865,-11.3065477,1,4,3
33,28,174,48.044,58.553,-9.799319178,1,4,3
33,29,174,48.044,30.334,-30.43927817,2,4,3
33,30,174,48.044,-8.41,-29.69520207,0,4,3
33,34,174,48.044,39.478,-29.80708268,1,4,4
34,1,174,39.478,2.832,-0.666964708,2,4,0
34,2,174,39.478,22.021,0.681454161,4,4,0
34,3,174,39.478,56.636,-2.165707983,1,4,0
34,4,174,39.478,54.324,-11.73951388,4,4,0
34,7,174,39.478,9.373,-8.460771889,3,4,1
34,9,174,39.478,34.523,-23.58688399,0,4,1
34,11,174,39.478,12.964,9.234348929,4,4,1
34,35,174,39.478,7.489,-12.99752828,2,4,4
34,13,174,39.478,65.599,-14.59829233,2,4,1
34,14,174,39.478,57.481,13.37601465,2,4,1
34,15,174,39.478,60.605,-6.875645641,4,4,2
34,17,174,39.478,16.807,-3.809199229,1,4,2
34,18,174,39.478,37.547,-3.241909884,0,4,2
34,19,174,39.478,32.723,-7.420847126,0,4,2
34,20,174,39.478,24.204,4.570767421,1,4,2
34,117,174,39.478,17.706,-1.919654179,3,4,4
34,25,174,39.478,3.865,3.712428684,2,4,3
34,27,174,39.478,29.942,-5.477160928,0,4,3
34,28,174,39.478,58.553,-5.94891998,0,4,3
34,29,174,39.478,30.334,-5.343150497,3,4,3
34,30,174,39.478,-8.41,-7.867212411,2,4,3
34,31,174,39.478,73.576,-2.472170078,2,4,4
0,1,115,18.148,-2.15,17.48579545,2,0,0
0,2,115,18.148,7.563,10.0383629,1,0,0
0,3,115,18.148,34.03,106.0071924,1,0,0
0,4,115,20.0182,27.6178,2.748791181,2,0,0
0,7,115,18.0226,16.8386,18.86560141,1,0,1
0,9,115,18.148,16.882,-2.721986339,0,0,1
0,11,115,18.148,10.325,-3.049710368,3,0,1
0,35,115,18.148,2.439,30.67999441,4,0,4
0,116,115,18.148,11.942,21.15875733,1,0,4
0,14,115,20.0182,18.0992,14.90928278,1,0,1
0,15,115,18.148,41.2,5.968610426,2,0,2
0,17,115,18.148,11.354,-9.881815829,3,0,2
0,18,115,18.148,12.175,4.929422113,2,0,2
0,19,115,18.148,12.963,24.17858199,0,0,2
0,20,115,18.148,-6.161,2.458198555,4,0,2
0,25,115,18.148,2.094,46.99657957,0,0,3
0,28,115,20.0182,33.8418,-4.531377558,2,0,3
0,29,115,20.0182,-1.9718,8.941154332,3,0,3
0,30,115,20.0182,-11.5542,-31.48916586,0,0,3
0,34,115,20.0182,11.4164,7.530007948,2,0,4
1,3,115,-2.151,34.03,117.0012793,3,0,0
1,9,115,-2.151,16.882,-24.15595065,4,0,1
1,35,115,-2.151,2.439,-27.25381749,3,0,4
1,19,115,-2.151,12.963,16.0705422,1,0,2
1,20,115,-2.151,-6.161,6.120087826,4,0,2
1,117,115,-2.151,12.792,-34.67794411,4,0,4
1,27,115,-2.151,9.241,39.83231175,0,0,3
1,28,115,-2.151,37.261,13.26383871,1,0,3
1,31,115,-2.151,43.516,10.2752314,1,0,4
2,1,115,7.562,-2.15,-10.32331212,2,0,0
2,3,115,7.562,34.03,93.72819505,4,0,0
2,4,115,7.562,34.827,-16.28306878,2,0,0
2,7,115,7.562,19.627,10.49875118,3,0,1
2,9,115,7.562,16.882,-8.963166233,0,0,1
2,11,115,7.562,10.325,7.514099443,3,0,1
2,35,115,7.562,2.439,-15.83642827,1,0,4
2,14,115,7.562,21.47,9.333495762,3,0,1
2,15,115,7.562,41.2,12.86462868,4,0,2
2,17,115,7.562,11.354,11.04600911,1,0,2
2,18,115,7.562,12.175,3.242083461,0,0,2
2,19,115,7.562,12.963,28.9104439,4,0,2
2,20,115,7.562,-6.161,9.769242684,3,0,2
2,25,115,7.562,2.094,-2.849065015,4,0,3
2,27,115,7.562,9.241,-18.69047823,0,0,3
